     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000    84.550     1.000     0.000     0.986     0.000     0.006     0.008     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000    92.010     1.000     0.000     0.986     0.000     0.006     0.008     2.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000   999.000     1.000     0.004     0.000     0.996     0.000     0.001     3.000
     0.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000    75.810     1.000     0.035     0.569     0.000     0.005     0.392     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000    64.270     0.000     0.000     0.986     0.000     0.006     0.008     2.000
     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000    51.780     1.000     0.005     0.788     0.000     0.191     0.017     2.000
     1.000     1.000     1.000     0.000     0.000     1.000     0.000     1.000     1.000    66.370     0.000     0.011     0.025     0.000     0.923     0.041     4.000
     1.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000    66.650     1.000     0.001     0.319     0.000     0.004     0.676     5.000
     1.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     0.000    53.110     0.000     0.174     0.000     0.634     0.001     0.191     3.000
     1.000     1.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000    49.230     0.000     0.001     0.000     0.103     0.000     0.896     5.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000    72.080     0.000     0.000     0.986     0.000     0.006     0.008     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000   999.000     1.000    61.400     0.000     0.000     0.979     0.000     0.006     0.015     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000    64.600     0.000     0.001     0.858     0.000     0.010     0.130     2.000
     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000    76.460     0.000     0.005     0.788     0.000     0.191     0.017     2.000
     0.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000    50.050     0.000     0.010     0.000     0.669     0.000     0.321     3.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000    62.780     0.000     0.000     0.986     0.000     0.006     0.008     2.000
     1.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     1.000    56.720     1.000     0.004     0.027     0.000     0.964     0.004     4.000
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000     1.000   999.000     0.000     0.863     0.000     0.076     0.013     0.048     1.000
     1.000     1.000     1.000     1.000     1.000   999.000     1.000     1.000     1.000   999.000     1.000     0.000     0.973     0.000     0.006     0.020     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000    73.480     1.000     0.001     0.163     0.000     0.004     0.831     5.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000    76.080     1.000     0.000     0.986     0.000     0.006     0.008     2.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000    32.740     1.000     0.834     0.000     0.161     0.001     0.004     1.000
     1.000     1.000     1.000     0.000     1.000     1.000     1.000     0.000     1.000    61.890     1.000     0.012     0.522     0.000     0.253     0.214     2.000
     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000    52.550     1.000     0.089     0.000     0.908     0.000     0.004     3.000
     1.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.000    61.530     0.000     0.100     0.000     0.340     0.042     0.518     5.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000    37.160     1.000     0.000     0.986     0.000     0.006     0.008     2.000
     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000    72.480     0.000     0.015     0.956     0.000     0.004     0.025     2.000
     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000   999.000     0.000     0.000     0.000     0.024     0.001     0.975     5.000
     1.000     1.000     1.000     0.000     1.000     0.000     1.000     0.000     0.000    62.650     0.000     0.001     0.003     0.004     0.005     0.986     5.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000    74.770     1.000     0.000     0.986     0.000     0.006     0.008     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000    78.460     1.000     0.000     0.986     0.000     0.006     0.008     2.000
     0.000     1.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000    79.910     1.000     0.722     0.004     0.000     0.269     0.006     1.000
